SpringBoard,yahooapis.com,42.326,-71.108078,2015-09-17 18:35:37
Weather,yahooapis.com,42.332008,-71.112503,2015-07-23 16:39:06
SpringBoard,yahooapis.com,42.331951,-71.112106,2015-07-23 16:35:02
Weather,yahooapis.com,42.328972,-71.106773,2015-07-23 14:14:45
SpringBoard,yahooapis.com,42.341,-71.092697,2015-07-22 13:15:06
Weather,yahooapis.com,42.341,-71.092651,2015-07-19 19:20:55
SpringBoard,yahooapis.com,42.340801,-71.092438,2015-07-19 16:44:04
Weather,yahooapis.com,42.331902,-71.111862,2015-07-19 16:12:02
SpringBoard,yahooapis.com,42.345032,-71.108063,2015-07-19 02:05:41
SpringBoard,yahooapis.com,42.351341,-71.065628,2015-07-18 01:38:00
SpringBoard,yahooapis.com,42.352699,-71.064568,2015-07-18 01:30:03
Weather,yahooapis.com,42.36734,-71.069168,2015-07-17 23:34:45
Weather,yahooapis.com,42.32563,-71.108498,2015-06-29 11:30:39
Weather,yahooapis.com,42.32563,-71.108498,2015-06-29 11:03:22
SpringBoard,yahooapis.com,42.340889,-71.092712,2015-06-26 22:53:59
Weather,yahooapis.com,42.341011,-71.092697,2015-06-09 20:36:00
SpringBoard,yahooapis.com,42.341011,-71.092697,2015-06-09 20:35:48
SpringBoard,yahooapis.com,42.341011,-71.092697,2015-06-09 19:03:42
SpringBoard,yahooapis.com,42.326031,-71.108742,2015-06-06 14:13:03
Weather,yahooapis.com,42.326328,-71.108688,2015-05-31 14:11:20
Weather,yahooapis.com,42.332291,-71.112129,2015-05-31 13:31:59
Weather,yahooapis.com,42.332142,-71.112022,2015-05-31 04:00:42
SpringBoard,yahooapis.com,42.326389,-71.108711,2015-05-30 03:00:18
SpringBoard,yahooapis.com,42.33604,-71.09269,2015-05-29 17:23:41
Weather,yahooapis.com,42.341011,-71.092697,2015-05-28 16:55:35
SpringBoard,yahooapis.com,42.341011,-71.092697,2015-05-28 16:55:18
SpringBoard,yahooapis.com,42.341011,-71.092697,2015-05-28 16:44:46
Weather,yahooapis.com,42.32608,-71.109467,2015-05-26 23:27:31
Weather,yahooapis.com,42.32608,-71.109467,2015-05-26 23:24:34
Weather,yahooapis.com,42.327271,-71.109123,2015-05-26 16:30:06
AroundMe,aroundmeapi.com,42.3328039,-71.1078373,2015-05-02 17:26:30
Meetme,meetme.com,42.3398067,-71.0913604,2015-05-02 17:23:16
Meetme,meetme.com,42.332278,-71.106409,2015-05-02 12:30:22
Meetme,meetme.com,42.332278,-71.106409,2015-05-02 12:30:17
Meetme,meetme.com,42.331832,-71.113488,2015-05-02 12:30:07
Weather,yahooapis.com,42.35046,-71.068108,2015-04-26 17:45:40
RedFin,redfin.com,42.350032,-71.106531,2015-04-22 23:33:25
RedFin,redfin.com,42.336619,-71.075677,2015-04-22 23:33:10
Weather,yahooapis.com,42.332298,-71.111992,2015-04-22 13:04:40
RedFin,redfin.com,42.309923,-71.111004,2015-04-22 10:05:23
RedFin,redfin.com,42.372857,-71.108742,2015-04-22 10:05:18
RedFin,redfin.com,42.315752,-71.160981,2015-04-22 10:05:09
RedFin,redfin.com,42.315752,-71.160981,2015-04-22 00:43:33
RedFin,redfin.com,42.381271,-71.105479,2015-04-17 20:00:11
RedFin,redfin.com,42.353888,-71.09704,2015-04-17 01:12:34
RedFin,redfin.com,42.293784,-71.116652,2015-04-17 01:12:21
RedFin,redfin.com,42.293784,-71.116652,2015-04-17 00:39:52
RedFin,redfin.com,42.362288,-71.095026,2015-04-17 00:39:48
RedFin,redfin.com,42.286495,-71.138465,2015-04-17 00:39:46
RedFin,redfin.com,42.390348,-71.116736,2015-04-16 23:31:07
RedFin,redfin.com,42.336619,-71.075677,2015-04-16 23:30:40
RedFin,redfin.com,42.336694,-71.075545,2015-04-16 23:30:28
SpringBoard,yahooapis.com,42.332211,-71.112083,2015-04-16 04:30:04
RedFin,redfin.com,42.390251,-71.098571,2015-04-15 11:28:09
RedFin,redfin.com,42.325066,-71.076482,2015-04-15 11:27:59
RedFin,redfin.com,42.325066,-71.076482,2015-04-15 11:27:41
RedFin,redfin.com,42.325066,-71.076482,2015-04-14 23:03:29
RedFin,redfin.com,42.386559,-71.111833,2015-04-14 23:03:20
RedFin,redfin.com,42.322244,-71.107895,2015-04-14 14:32:21
RedFin,redfin.com,42.380477,-71.098601,2015-04-14 01:49:46
SpringBoard,yahooapis.com,42.332321,-71.112099,2015-04-14 01:38:37
Weather,yahooapis.com,42.341011,-71.092697,2015-04-14 00:36:09
Weather,yahooapis.com,42.341011,-71.092697,2015-04-13 16:30:32
Weather,yahooapis.com,42.332321,-71.112099,2015-04-13 12:09:37
RedFin,redfin.com,42.380477,-71.098601,2015-04-13 10:40:19
RedFin,redfin.com,42.32372,-71.135849,2015-04-13 10:39:54
Weather,yahooapis.com,42.332321,-71.112099,2015-04-12 23:41:04
SpringBoard,yahooapis.com,42.332321,-71.112099,2015-04-12 23:10:52
SpringBoard,yahooapis.com,42.332321,-71.112099,2015-04-12 19:04:36
SpringBoard,yahooapis.com,42.332241,-71.112007,2015-04-12 00:58:04
RedFin,redfin.com,42.32372,-71.135849,2015-04-11 23:47:20
RedFin,redfin.com,42.377643,-71.107993,2015-04-11 17:53:56
RedFin,redfin.com,42.377643,-71.107993,2015-04-10 23:15:12
RedFin,redfin.com,42.309901,-71.113235,2015-04-10 23:15:05
SpringBoard,yahooapis.com,42.341011,-71.092697,2015-04-10 16:09:25
Weather,yahooapis.com,42.349819,-71.083504,2015-04-10 14:16:46
Weather,yahooapis.com,42.332321,-71.112053,2015-04-10 11:57:07
RedFin,redfin.com,42.396599,-71.099999,2015-04-10 11:14:43
SpringBoard,yahooapis.com,42.326649,-71.109581,2015-04-10 02:35:52
RedFin,redfin.com,42.32104,-71.107266,2015-04-09 22:12:43
RedFin,redfin.com,42.379786,-71.111987,2015-04-09 22:12:22
RedFin,redfin.com,42.311493,-71.132968,2015-04-09 22:12:16
Weather,yahooapis.com,42.341011,-71.092697,2015-04-09 21:46:35
SpringBoard,yahooapis.com,42.332359,-71.112061,2015-04-09 10:34:33
SpringBoard,yahooapis.com,42.332249,-71.111977,2015-04-06 21:32:45
SpringBoard,yahooapis.com,42.340931,-71.09269,2015-03-31 16:43:51
Weather,yahooapis.com,42.332249,-71.11203,2015-03-31 12:43:05
SpringBoard,yahooapis.com,42.326359,-71.10939,2015-04-01 11:00:09
